StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_text_1,consent_text_2,consent_text_3,consent_timer_First Click,consent_timer_Last Click,consent_timer_Page Submit,consent_timer_Click Count,ProlificID,Gender,Race,FirstGen,FirstGen_US,1st_immigrant,1st_age,2nd_immigrant,2nd_age,HighestDegree,Major,Minor,STEMMajor,GPA,M_Approach1,P_Approach2,M_Approach3,P_Approach1,M_Avoidance1,P_Avoidance3,M_Approach2,P_Approach3,M_Avoidance3,P_Avoidance2,M_Avoidance2,P_Avoidance1,Reading1,Math1,Reading2,Math2,Reading3,Math3,Reading4,Math4,Reading5,Math5,Reading6,Math6,Racial1,Racial2,Racial3,Gender1,Gender2,Gender3,debrief_include_data,debrief_timer_First Click,debrief_timer_Last Click,debrief_timer_Page Submit,debrief_timer_Click Count,PROLIFIC_PID,Bonus,STUDY_ID,SESSION_ID
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,"Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I am age 18 or older.","Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I have read and understand the information above.","Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I want to participate in this research and continue with the study.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,The box below should autofill with your Prolific ID. Please verify that it is correct or enter your correct Prolific ID before continuing with the study.,With which gender do you identify?,With which group(s) do you primarily racially or ethnically identify? Please select all that apply.,Do either of your parents have a 4-year college/university (bachelor’s) degree?,Did your parent(s) complete their education in a country outside of the United States?,"Are you a first-generation immigrant? (i.e., foreign born naturalized American citizen or permanent resident)",How old were you when you first came to this country?,"Are you a second-generation immigrant? (i.e., born in the United States with at least one foreign-born parent)",How old were your parents when they first came to this country?,What is the highest degree you have obtained?,What is/are your major(s)?,What is/are your minor(s) (if applicable)?,"Are you majoring in a STEM (i.e., Science, Technology, Engineering, or Math) discipline?",What is your current GPA (to 2 decimal points)?,My aim is to completely master the material presented in class.,I am striving to do well compared to other students.,My goal is to learn as much as possible.,My aim is to perform well relative to other students.,My aim is to avoid learning less than I possibly could.,My goal is to avoid performing poorly compared to others.,I am striving to understand the content of my courses as thoroughly as possible.,My goal is to perform better than the other students.,My goal is to avoid learning less than it is possible to learn.,I am striving to avoid performing worse than others.,I am striving to avoid an incomplete understanding of the course material.,My aim is to avoid doing worse than other students.,I am good at reading.,I am good at math.,"I am a ""words person"".","I am a ""math person"".",It is important for me to do well in reading.,It is important for me to do well in math.,People who study literature are a lot like me.,People who study math are a lot like me.,I feel comfortable in reading classes.,I feel comfortable in math classes.,I belong in literature classes.,I belong in math classes.,I have a strong attachment to other people of my race.,The racial group I belong to is an important reflection of who I am.,"In general, belonging to my racial group is an
important part of my self image.",I have a strong attachment to other people of my gender.,My gender is an important reflection of who I am.,"In general, belonging to my gender group is an
important part of my self image.","Given this, if you would now like your data to be excluded from analysis, you have that option. Your choice will in no way effect your compensation for participation or your ability to complete future research studies.



Please make your selection:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,PROLIFIC_PID,Bonus,STUDY_ID,SESSION_ID
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID617_4""}","{""ImportId"":""QID617_5""}","{""ImportId"":""QID617_6""}","{""ImportId"":""QID618_FIRST_CLICK""}","{""ImportId"":""QID618_LAST_CLICK""}","{""ImportId"":""QID618_PAGE_SUBMIT""}","{""ImportId"":""QID618_CLICK_COUNT""}","{""ImportId"":""QID702_TEXT""}","{""ImportId"":""QID239""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID510""}","{""ImportId"":""QID511""}","{""ImportId"":""QID513_TEXT""}","{""ImportId"":""QID512""}","{""ImportId"":""QID514_TEXT""}","{""ImportId"":""QID8""}","{""ImportId"":""QID657_TEXT""}","{""ImportId"":""QID658_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID662""}","{""ImportId"":""QID593""}","{""ImportId"":""QID664""}","{""ImportId"":""QID592""}","{""ImportId"":""QID659""}","{""ImportId"":""QID597""}","{""ImportId"":""QID663""}","{""ImportId"":""QID594""}","{""ImportId"":""QID661""}","{""ImportId"":""QID596""}","{""ImportId"":""QID660""}","{""ImportId"":""QID595""}","{""ImportId"":""QID1717428822""}","{""ImportId"":""QID1717428823""}","{""ImportId"":""QID1717428824""}","{""ImportId"":""QID1717428825""}","{""ImportId"":""QID1717428826""}","{""ImportId"":""QID1717428827""}","{""ImportId"":""QID1717428828""}","{""ImportId"":""QID1717428829""}","{""ImportId"":""QID1717428830""}","{""ImportId"":""QID1717428831""}","{""ImportId"":""QID1717428832""}","{""ImportId"":""QID1717428833""}","{""ImportId"":""QID627""}","{""ImportId"":""QID628""}","{""ImportId"":""QID629""}","{""ImportId"":""QID683""}","{""ImportId"":""QID684""}","{""ImportId"":""QID685""}","{""ImportId"":""QID621""}","{""ImportId"":""QID623_FIRST_CLICK""}","{""ImportId"":""QID623_LAST_CLICK""}","{""ImportId"":""QID623_PAGE_SUBMIT""}","{""ImportId"":""QID623_CLICK_COUNT""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Bonus""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""SESSION_ID""}"
2024-03-14 12:40:55,2024-03-14 12:44:04,0,100,188,1,2024-03-14 12:44:04,R_1gitqmjUeZmtwWu,anonymous,EN,0.8999999761581421,,0,0,,1,1,1,1.209,8.272,9.016,5,65cb677d302a5cea87dfdd37,1,2,1,2,2,,1,18,3,Business management,NA,2,4.0,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,1,5,5,3,3,26,26,26,25,2,2,2,4,4,4,1,2.749,2.749,32.15,1,65cb677d302a5cea87dfdd37,1.00,65eb69236520f9319632423b,65f3288de6c1007df58aaaa0
2024-03-14 12:47:27,2024-03-14 12:50:41,0,100,194,1,2024-03-14 12:50:42,R_3isbNwV5hh3V9mL,anonymous,EN,0.8999999761581421,,0,5,,1,1,1,11.746,13.084,14.093,3,63de07747845d88c4962eff2,3,2,2,2,2,,1,13,1,English,N/A,2,3.9,4,4,5,4,3,3,5,4,4,4,4,3,5,1,5,1,5,1,3,1,27,23,27,23,3,3,3,3,4,3,1,2.447,24.041,31.607,19,63de07747845d88c4962eff2,1.00,65eb69236520f9319632423b,65f32a15fac5139ad1c5f765
2024-03-14 12:52:48,2024-03-14 12:57:42,0,100,294,1,2024-03-14 12:57:42,R_2aRFJctEwlPQRtD,anonymous,EN,1,,0,0,,1,1,1,7.372,8.903,10.095,3,658a6d5aedefcd6fdeefdc5d,1,2,2,2,1,16,,,2,public health,n/a,3,3.91,4,4,5,4,5,5,4,3,5,5,5,5,3,4,1,5,4,4,1,5,25,27,23,27,3,3,3,3,3,3,1,6.88,6.88,32.298,1,658a6d5aedefcd6fdeefdc5d,1.00,65eb69236520f9319632423b,65f32b357653b5d6eee930a9
2024-03-14 13:01:01,2024-03-14 13:05:19,0,100,257,1,2024-03-14 13:05:19,R_5HwsDgYQaKoHiSN,anonymous,EN,1,,0,0,,1,1,1,2.267,3.174,3.832,3,6595c5f627a60ea2fe4f76d0,1,2,2,1,1,1.5,,,1,Accounting,n/a,2,3.0,4,3,5,3,3,2,4,2,3,2,4,2,3,4,2,4,4,4,1,3,26,26,24,26,3,3,3,4,4,4,1,1.3,7.582,52.273,9,6595c5f627a60ea2fe4f76d0,1.00,65eb69236520f9319632423b,65f32d44b86dcb0ce26ef44b
2024-03-14 13:33:57,2024-03-14 13:38:58,0,100,301,1,2024-03-14 13:38:58,R_3rUcvZdo4R8hBGQ,anonymous,EN,0.8999999761581421,,0,0,,1,1,1,9.485,11.009,11.632,3,65cba5349f4e1e5dfbe80fe8,3,2,2,1,2,,1,18,1,Graphic Design,NA,2,3.54,3,4,4,4,2,4,3,3,3,3,2,3,4,4,3,3,3,3,2,2,24,24,24,24,4,3,3,3,2,3,1,4.605,4.605,37.516,1,65cba5349f4e1e5dfbe80fe8,1.00,65eb69236520f9319632423b,65f334f9cb46b71238e9358f
2024-03-14 13:36:45,2024-03-14 13:39:42,0,100,176,1,2024-03-14 13:39:42,R_7wKYbflOH9D41Gj,anonymous,EN,1,,0,0,,1,1,1,5.862,6.978,7.764,3,65cd317ff963d201475b79d1,1,2,1,1,1,11,,,3,Health Science,"Psychology and Chemistry ",1,3.89,4,4,4,4,2,4,4,4,2,3,4,4,5,4,3,2,4,3,2,1,27,25,24,24,5,5,5,5,5,5,1,2.779,2.779,36.944,1,65cd317ff963d201475b79d1,1.00,65eb69236520f9319632423b,65f335a47422d24b582a1465
2024-03-14 13:40:23,2024-03-14 13:42:53,0,100,150,1,2024-03-14 13:42:54,R_2GoKatBX6WDzPmJ,anonymous,EN,0.8999999761581421,,0,5,,1,1,1,4.647,5.661,8.43,3,5b5c3b266b25590001778ea1,2,2,1,1,1,6,,,2,accounting,n/a,1,3.53,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,1,5,1,5,23,27,23,27,1,1,1,2,2,2,1,3.56,3.56,34.999,1,5b5c3b266b25590001778ea1,1.00,65eb69236520f9319632423b,65f3367f83f017e4c07899f4
2024-03-14 13:34:00,2024-03-14 13:45:17,0,100,676,1,2024-03-14 13:45:18,R_2jH4cutq7YJgug9,anonymous,EN,1,,0,0,,1,1,1,66.559,84.108,85.539,4,63d69bcc9ac7e2fd85b9ce49,1,2,1,1,1,22,,,4,science,social,1,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,26,25,26,26,4,3,4,4,4,3,1,3.221,3.221,286.115,1,63d69bcc9ac7e2fd85b9ce49,1.00,65eb69236520f9319632423b,65f3350352d9a8363b1f40f9
