StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_text_1,consent_text_2,consent_text_3,consent_timer_First Click,consent_timer_Last Click,consent_timer_Page Submit,consent_timer_Click Count,ProlificID,Gender,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,FirstGen,FirstGen_US,1st_immigrant,1st_age,2nd_immigrant,2nd_age,HighestDegree,Major,Minor,STEMMajor,GPA,M_Approach1,P_Approach2,M_Approach3,P_Approach1,M_Avoidance1,P_Avoidance3,M_Approach2,P_Approach3,M_Avoidance3,P_Avoidance2,M_Avoidance2,P_Avoidance1,Reading1,Math1,Reading2,Math2,Reading3,Math3,Reading4,Math4,Reading5,Math5,Reading6,Math6,Racial1,Racial2,Racial3,Gender1,Gender2,Gender3,debrief_include_data,debrief_timer_First Click,debrief_timer_Last Click,debrief_timer_Page Submit,debrief_timer_Click Count,PROLIFIC_PID,Bonus,STUDY_ID,SESSION_ID
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,"Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I am age 18 or older.","Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I have read and understand the information above.","Consent Form

CMU IRB Approval Code: STUDY2018_00000299



This survey is part of a research study conducted by Kevin Jarbo at Carnegie Mellon University and is funded by a university research fund.



Summary This two-part research study will focus on how our individual perceptions and experiences of society and social phenomenon may lead to differences in our attitudes, beliefs, and choices about how to interact in academic, employment, and broader social and societal settings.



Purpose The purpose of this study is to understand how people’s perceptions of society influence their decisions and behavior.



Procedures In the first part of this completely online study, you will be asked to provide demographic information and respond to survey items about your mindsets and beliefs about academic performance and different aspects of your identity. The first part of the study is expected to take no longer than 10 minutes.



In the second part of the study, you will be asked to read vignettes or informative text and respond to survey items about your thoughts, opinions, feelings, and ratings of agreement or disagreement with statements about the vignettes and text that you read. You will also be asked to complete a task where you have to decide whether two arrangements of 3D blocks match. After the task, you will be asked to respond to items about your approach to doing the task, some general questions about your attitudes, behaviors, and choices in academic and social settings, as well as for demographic information. The second part of the study is expected to take no longer than 20 minutes and must be completed at least 24 hours and no more than 7 days after completing the first part of the study.



We expect the study to take no longer than 30 minutes total to complete both parts.



Participant Requirements Participation in this study is limited to individuals age 18 and older.



Risks The risks and discomfort associated with participation in this study are no greater than those ordinarily encountered in daily life or during other online activities. The online survey platform used in this study automatically records IP addresses. To maintain your confidentiality, all IP addresses will be completely removed from data prior to data analysis.



Benefits There may be no personal benefit from your participation in the study, but the knowledge learned from this study may provide a better understanding about how people's perceptions of, and experiences in, the world influence motivation, problem-solving, decision-making, as well as behavior in social interactions and society in general.



Compensation & Costs

There will be no cost to you if you participate in this study.



Monetary Compensation for Paid Participants on Prolific or Connect. You will receive $6.00 that will be paid upon verification that you completed the second part of the study within one week of completing the first part.



Future Use of Information In the future, once we have removed all identifiable information from your data, we may use the data for our future research studies, or we may distribute the data to other researchers for their research studies. We would do this without getting additional informed consent from you. Sharing of data with other researchers will only be done in such a manner that you will not be identified.



Confidentiality By participating in this research, you understand and agree that Carnegie Mellon may be required to disclose your consent form, data and other personally identifiable information as required by law, regulation, subpoena or court order. Your confidentiality will be maintained in the following manner: The researchers will take the following steps to protect participants’ identities: (1) Each participant will be assigned a unique number that differs from your ID on SONA, CloudResearch Connect, Prolific, or Amazon Mechanical Turk; (2) The researchers will record any data collected during the study by number, not by name or ID mentioned in point (1); (3) Any data files will be stored in a secured location accessed only by authorized researchers. (4) IP addresses will be deleted before any data is analyzed. Note that it is possible that your data record could be identified by demographic data alone even from a de-identified data file. You have the option not to answer demographic questions. 

 

Your data and consent form will be kept separate. Your research data will be stored in a secure location on Carnegie Mellon property or via secure electronic means and in the control of CMU. By participating, you understand and agree that the data and information gathered during this study may be used by Carnegie Mellon and published and/or disclosed by Carnegie Mellon to others outside of Carnegie Mellon. However, your name, address, contact information and other direct personal identifiers will not be mentioned in any such publication or dissemination of the research data and/or results by Carnegie Mellon. Note that per regulation all research data must be kept for a minimum of 3 years.



Right to Ask Questions & Contact Information If you have any questions about this study, you should feel free to ask them by contacting the Principal Investigator now at: Kevin Jarbo, Assistant Professor, Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, (412) 268-6671, kjarbo@cmu.edu. If you have questions later, desire additional information, or wish to withdraw your participation please contact the Principal Investigator by mail, phone or e-mail in accordance with the contact information listed above. If you have questions pertaining to your rights as a research participant; or to report concerns to this study, you should contact the Office of Research integrity and Compliance at Carnegie Mellon University. Email: irb-review@andrew.cmu.edu. Phone: 412-268-4721.



Voluntary Participation Your participation in this research is voluntary. You may discontinue participation at any time during the research activity. You may print a copy of this consent form for your records. - I want to participate in this research and continue with the study.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,The box below should autofill with your Prolific ID. Please verify that it is correct or enter your correct Prolific ID before continuing with the study.,With which gender do you identify?,"With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Hispanic, Latinx, or Spanish",With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Asian,With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Native Hawaiian or Pacific Islander,With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Native American or Alaskan Native,With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Black or African American (not Hispanic),With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - White (not Hispanic),With which group(s) do you primarily racially or ethnically identify? Please select all that apply. - Prefer not to say,Do either of your parents have a 4-year college/university (bachelor’s) degree?,Did your parent(s) complete their education in a country outside of the United States?,"Are you a first-generation immigrant? (i.e., foreign born naturalized American citizen or permanent resident)",How old were you when you first came to this country?,"Are you a second-generation immigrant? (i.e., born in the United States with at least one foreign-born parent)",How old were your parents when they first came to this country?,What is the highest degree you have obtained?,What is/are your major(s)?,What is/are your minor(s) (if applicable)?,"Are you majoring in a STEM (i.e., Science, Technology, Engineering, or Math) discipline?",What is your current GPA (to 2 decimal points)?,My aim is to completely master the material presented in class.,I am striving to do well compared to other students.,My goal is to learn as much as possible.,My aim is to perform well relative to other students.,My aim is to avoid learning less than I possibly could.,My goal is to avoid performing poorly compared to others.,I am striving to understand the content of my courses as thoroughly as possible.,My goal is to perform better than the other students.,My goal is to avoid learning less than it is possible to learn.,I am striving to avoid performing worse than others.,I am striving to avoid an incomplete understanding of the course material.,My aim is to avoid doing worse than other students.,I am good at reading.,I am good at math.,"I am a ""words person"".","I am a ""math person"".",It is important for me to do well in reading.,It is important for me to do well in math.,People who study literature are a lot like me.,People who study math are a lot like me.,I feel comfortable in reading classes.,I feel comfortable in math classes.,I belong in literature classes.,I belong in math classes.,I have a strong attachment to other people of my race.,The racial group I belong to is an important reflection of who I am.,"In general, belonging to my racial group is an
important part of my self image.",I have a strong attachment to other people of my gender.,My gender is an important reflection of who I am.,"In general, belonging to my gender group is an
important part of my self image.","Given this, if you would now like your data to be excluded from analysis, you have that option. Your choice will in no way effect your compensation for participation or your ability to complete future research studies.



Please make your selection:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,PROLIFIC_PID,Bonus,STUDY_ID,SESSION_ID
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID617_4""}","{""ImportId"":""QID617_5""}","{""ImportId"":""QID617_6""}","{""ImportId"":""QID618_FIRST_CLICK""}","{""ImportId"":""QID618_LAST_CLICK""}","{""ImportId"":""QID618_PAGE_SUBMIT""}","{""ImportId"":""QID618_CLICK_COUNT""}","{""ImportId"":""QID702_TEXT""}","{""ImportId"":""QID239""}","{""ImportId"":""QID5"",""choiceId"":""1""}","{""ImportId"":""QID5"",""choiceId"":""2""}","{""ImportId"":""QID5"",""choiceId"":""3""}","{""ImportId"":""QID5"",""choiceId"":""4""}","{""ImportId"":""QID5"",""choiceId"":""5""}","{""ImportId"":""QID5"",""choiceId"":""6""}","{""ImportId"":""QID5"",""choiceId"":""7""}","{""ImportId"":""QID6""}","{""ImportId"":""QID510""}","{""ImportId"":""QID511""}","{""ImportId"":""QID513_TEXT""}","{""ImportId"":""QID512""}","{""ImportId"":""QID514_TEXT""}","{""ImportId"":""QID8""}","{""ImportId"":""QID657_TEXT""}","{""ImportId"":""QID658_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID662""}","{""ImportId"":""QID593""}","{""ImportId"":""QID664""}","{""ImportId"":""QID592""}","{""ImportId"":""QID659""}","{""ImportId"":""QID597""}","{""ImportId"":""QID663""}","{""ImportId"":""QID594""}","{""ImportId"":""QID661""}","{""ImportId"":""QID596""}","{""ImportId"":""QID660""}","{""ImportId"":""QID595""}","{""ImportId"":""QID1717428822""}","{""ImportId"":""QID1717428823""}","{""ImportId"":""QID1717428824""}","{""ImportId"":""QID1717428825""}","{""ImportId"":""QID1717428826""}","{""ImportId"":""QID1717428827""}","{""ImportId"":""QID1717428828""}","{""ImportId"":""QID1717428829""}","{""ImportId"":""QID1717428830""}","{""ImportId"":""QID1717428831""}","{""ImportId"":""QID1717428832""}","{""ImportId"":""QID1717428833""}","{""ImportId"":""QID627""}","{""ImportId"":""QID628""}","{""ImportId"":""QID629""}","{""ImportId"":""QID683""}","{""ImportId"":""QID684""}","{""ImportId"":""QID685""}","{""ImportId"":""QID621""}","{""ImportId"":""QID623_FIRST_CLICK""}","{""ImportId"":""QID623_LAST_CLICK""}","{""ImportId"":""QID623_PAGE_SUBMIT""}","{""ImportId"":""QID623_CLICK_COUNT""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Bonus""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""SESSION_ID""}"
7/19/24 15:08,7/19/24 15:11,0,100,178,1,7/19/24 15:11,R_3l480xZEaR26gfT,anonymous,EN,1,,0,0,,1,1,1,4.549,5.503,16.831,3,6597691b6cf046f7396fcef4,2,,1,,,,,,1,2,2,,1,18,3,Philosophy,Computer Science,1,3.13,5,3,5,1,5,3,5,2,5,1,5,1,5,4,5,4,5,5,5,5,27,27,26,26,3,1,1,2,4,2,1,5.45,5.45,31.27,1,6597691b6cf046f7396fcef4,1,66632268e88b4f3a12aa5c50,669ab9b9dd7c29f200923ba5
7/19/24 15:09,7/19/24 15:12,0,100,189,1,7/19/24 15:12,R_3nQG4nwaiRlqWhH,anonymous,EN,1,,0,0,,1,1,1,1.905,5.795,6.416,5,667b4877702c70222418d02a,1,,1,,,,,,1,1,2,,1,30,1,Biomedical Engineering,Computer Science,1,4.73,3,3,4,3,3,2,3,2,2,2,3,2,4,4,4,4,4,4,4,4,26,26,26,26,3,3,3,3,3,3,1,1.417,3.561,42.883,3,667b4877702c70222418d02a,1,66632268e88b4f3a12aa5c50,669ab9cbeafafd3e6c4bca59
7/19/24 15:10,7/19/24 15:12,0,100,168,1,7/19/24 15:12,R_6wCQJ5EIH8Ym4E1,anonymous,EN,1,,0,0,,1,1,1,18.74,26.94,27.549,3,665747ab06294778387cd708,2,,1,,,,,,2,1,1,0,,,1,Computer Science,none,1,4,3,4,3,4,2,4,3,4,3,5,3,4,4,3,2,2,2,4,1,2,24,25,23,25,3,3,3,4,4,4,1,1.829,2.965,30.82,3,665747ab06294778387cd708,1,66632268e88b4f3a12aa5c50,669ab9f75aeba9e78499c1a8
7/19/24 15:09,7/19/24 15:13,0,100,214,1,7/19/24 15:13,R_6Tr7umkObhpt597,anonymous,EN,1,,0,0,,1,1,1,7.03,8.392,9.299,3,66834121446f0105aa25f52f,2,,1,,,,,,2,1,1,4,,,4,"Applied Math, Data Science",Comptuer Science,1,4,3,4,4,4,1,4,4,4,1,4,4,4,5,4,2,4,4,4,1,4,26,26,24,24,5,4,3,4,4,4,1,11.976,11.976,36.738,1,66834121446f0105aa25f52f,1,66632268e88b4f3a12aa5c50,669ab9bbdd7c29f200923ba7
7/19/24 15:10,7/19/24 15:13,0,100,187,1,7/19/24 15:13,R_76iVte3jAyHH5kd,anonymous,EN,1,,0,0,,1,1,1,6.724,8.347,9.42,3,668ffdcf805124c37c719cd7,1,,1,,,,,,1,1,1,1,,,2,Nursing,N/A,1,3.8,5,5,4,5,4,5,5,4,4,4,5,4,5,2,4,2,5,4,3,1,27,24,27,24,2,2,1,5,4,4,1,3.577,3.577,47.243,1,668ffdcf805124c37c719cd7,1,66632268e88b4f3a12aa5c50,669aba118565a8bf17ac551e
7/19/24 15:11,7/19/24 15:14,0,100,208,1,7/19/24 15:14,R_3ndWkaUcwIOwJiF,anonymous,EN,1,,0,0,,1,1,1,37.469,38.423,40.397,3,667202328ae5a13b88528a04,2,,1,,,,,,1,1,1,5,,,3,Health Science,None,1,3.7,5,5,5,5,3,5,4,5,3,5,5,4,5,4,5,4,5,4,3,2,27,26,25,25,5,5,5,5,5,5,1,4.176,8.041,55.719,2,667202328ae5a13b88528a04,1,66632268e88b4f3a12aa5c50,669aba357af629e403d06399
7/19/24 15:09,7/19/24 15:14,0,100,326,1,7/19/24 15:14,R_5PHy0fUdiozKJah,anonymous,EN,1,,0,20,,1,1,1,13.782,15.511,19.376,3,669536b088be12c14d73550d,2,,1,,,,,,2,1,1,2,,,1,CIT,N/A,1,3.35,2,3,5,3,1,2,2,1,3,1,4,1,5,3,5,3,2,5,3,4,27,26,26,25,1,2,1,1,1,1,1,9.034,70.547,73.737,3,669536b088be12c14d73550d,1,66632268e88b4f3a12aa5c50,669ab9d49dc87fe0e9fecaf0
7/19/24 15:11,7/19/24 15:14,0,100,227,1,7/19/24 15:14,R_1cv01UElVzgtfDC,anonymous,EN,1,,0,0,,1,1,1,7.463,8.511,9.038,3,668061765e0b5cf3645db29a,1,,1,,,,,,1,1,2,,1,18,1,B.S Biology,Chemistry,1,3.41,3,3,3,5,2,5,4,2,2,5,4,5,5,4,5,4,3,4,2,3,27,25,27,25,4,5,4,4,5,5,1,7.434,28.526,31.226,4,668061765e0b5cf3645db29a,1,66632268e88b4f3a12aa5c50,669aba3b07e7aca642cc5171
